engagement,followers,following,total_likes,author_name,privateAccount,verified,total_videos,day_posted,time_posted,video_likes,video_comments,video_plays,video_duration,shareCount,isMuted,isPinned,isSlideshow,music_name,original_sound,hashtag_1,hashtag_2,hashtag_3,hashtag_4,hashtag_5,hashtag_6,hashtag_7,hashtag_9,hashtag_10,hashtag_11,hashtag_12,hashtag_13,hashtag_14,hashtag_15,hashtags/15/name,hashtag_16,hashtag_17,hashtag_18,hashtag_19,hashtag_20,hashtag_21,hashtag_22,hashtag_23,hashtag_24
4361,58300,693,6900000,soft4multi,False,False,533,monday,23:22:31,4800000,13700,18500000,24,18000,False,False,False,sonido original,True,10,tonightshow,dualipa,milliebobbybrown,strangerthings,marvel,taylorswift,johncena,sydneysweeney,fy,,,,,,,,,,,,,,
70200,801400,168,26100000,_marfc_,False,False,2137,saturday,8:41:55,4800000,22900,41200000,18,47200,False,False,False,HUMBLE,True,6,football,marcifut,fogo100,fyp,fy,,,,,,,,,,,,,,,,,,
277,2300000,194,58500000,everythingdad,False,False,227,monday,21:24:40,4800000,8371,39500000,74,112400,False,False,False,origineel geluid,True,7,singledadlife,singleparent,fyp,fy,barbieparty,barbie,,,,,,,,,,,,,,,,,
32400,650800,128,7800000,claudiadiazgomez,False,False,104,sunday,0:50:03,4800000,54600,29300000,8,147300,True,False,False,Televisa Presenta,True,1,,,,,,,,,,,,,,,,,,,,,,,
3535,2200000,106,94600000,caitlinfladager,False,False,582,friday,19:10:43,4800000,8425,30900000,11,15600,True,False,False,"Still Falling For You - From ""Bridget Jones's Baby""",False,5,marriedlife,hardwork,repost,love,,,,,,,,,,,,,,,,,,,
4787,762900,547,25700000,romy_xsara,False,True,1427,saturday,23:03:29,4800000,13000,25500000,59,20200,False,False,False,You Got It,False,6,fyp,xsaradomyhair,hairtutorial,curlycut,haircut,,,,,,,,,,,,,,,,,,
274,1100000,15,14100000,thenoahjr,False,False,347,thursday,19:00:28,4800000,34900,35800000,39,182700,True,False,False,Calm Down,False,14,fyp,healthlifestyle,foryou,cooking,trending,fittok,viral,eggfriedrice,blackmenontiktok,blessings,dayinmylife,lifestyle,home,,,,,,,,,,
8683,525600,9,14700000,steve.chad,False,False,385,monday,13:16:05,4800000,44500,41200000,61,242400,False,False,False,orijinal ses,True,10,minecraft,minecraftmemes,ohiomoment,ohiocraft,ohio,broken,fypシ,fy,viral,,,,,,,,,,,,,,
15100,381400,124,62000000,essie_berg,False,False,1939,tuesday,7:56:53,5300000,14600,27700000,27,100300,False,False,False,Say It Right,False,11,foryoupage,fypage,fyp,viral,goviral,trending,celebrity,celebrities,actor,actress,,,,,,,,,,,,,
5692,1700000,215,45400000,skylar_toth,False,False,826,wednesday,21:12:37,5300000,14100,46800000,32,261000,False,False,False,original sound,True,13,strawberrybites,viral,viralvideo,trending,trend,summervibes,summerdessert,fyp,asmr,asmrsounds,asmrvideo,asmrtiktoks,,,,,,,,,,,
1403,99200,51,7900000,ariesdits,False,False,171,wednesday,18:36:56,5300000,24200,27800000,15,21600,False,False,False,original sound,True,22,strangerthings,strangerthings4,josephquinn,josephquinnedit,eddiemunson,jamiecampbellbower,jamiecampbellboweredit,1,001edit,henrycreel,henrycreeledit,fypシ,edit,edits,,foryoupage,foryou,viral,fy,xyzbca,popular,trending,viralvideo
2776,96800,294,5600000,soyadriannapena,False,False,248,thursday,4:30:29,5300000,25600,49800000,41,304100,False,False,False,original sound,True,6,foryoupage,fyp,gatitos,gatitostiktok,catlover,,,,,,,,,,,,,,,,,,
9227,3800000,222,39500000,kaylanellaa,False,True,1250,wednesday,11:52:06,5300000,5218,76700000,11,24300,False,False,False,original sound,True,10,health,fitness,lift,strong,tiktokindia,trending,fyp,foryou,foryoupage,levelup,,,,,,,,,,,,,
45200,14200000,1178,626200000,dontstopmeowing,False,True,1491,tuesday,20:56:32,5300000,27500,16900000,24,77400,False,False,False,original sound,True,6,foryou,foryoupage,catsoftiktok,petsoftiktok,trending,,,,,,,,,,,,,,,,,,
6232,1900000,994,121300000,s0cs0,False,False,608,saturday,9:50:27,5300000,7968,38700000,28,29200,False,False,False,Love You So,False,9,socialexperiment,foryou,experimentsocial,viral,foryourpage,trendviraltiktok,trending,explore,,,,,,,,,,,,,,,
212,1200000,54,34800000,m_m_ap,False,False,520,tuesday,13:40:25,5200000,42800,58800000,26,556200,False,False,False,nhạc nền,True,5,slapfight,sports,slap,trending,,,,,,,,,,,,,,,,,,,
17800,3100000,29,46100000,sam_singh_actor,False,False,2647,thursday,12:55:49,5200000,19800,49800000,59,202500,False,False,False,original sound - 👑 Sam Singh 👑,True,7,foryou,samsinghactor,foryoupage,trending,story,tiktokindia,viral,,,,,,,,,,,,,,,,
40000,161300,2140,8700000,xmaxladx,False,False,21,tuesday,19:52:38,5200000,19800,30700000,37,57900,False,False,False,Collide (more sped up),False,7,challengerdisaster,nasa,history,foryoupage,foryou,trending,,,,,,,,,,,,,,,,,
8809,1500000,23,101100000,chillezy,False,False,850,saturday,21:03:02,5200000,25600,44700000,0,114600,False,False,True,original sound,True,8,foryou,slideshow,cool,amazing,trending,megalophobia,phobia,,,,,,,,,,,,,,,,
6202,439600,98,34000000,surrealart_noa,False,False,501,wednesday,14:08:59,4800000,23600,18500000,9,24400,False,False,False,The perfect girl. Sped up.,True,8,tomie,manga,art,viral,tiktokart,fyp,tomiejunjiito,junjiito,,,,,,,,,,,,,,,
1106,2600000,48,52000000,phz.oficial,False,False,183,friday,18:30:00,4800000,18500,37100000,69,133800,False,False,False,som original - Droga é o PH,True,14,rp,gta,fuga,fivem,fyp,rpgta5,r34,fugasgta,edit,fugaimpossivel,complexorp,cda,phzoficial,,,,,,,,,,
263,196700,1,7000000,laurell__ll,False,False,15,saturday,15:06:15,4800000,17200,41200000,60,62200,False,False,False,Sky Aesthetic,False,7,happybirthday,pink,instastoryideas,instastoryinspo,aesthetic,fy,,,,,,,,,,,,,,,,,
131600,96800,905,7600000,sophiapaliii,False,False,857,wednesday,13:45:43,4700000,84800,20900000,15,116800,False,False,False,original sound,True,14,fyp,foryoupage,heroft,herofiennestiffin,herofiennes,aftermovie,awc,awf,aeh,afterwecollided,hessa,afterwefell,4u,,,,,,,,,,
4391,5400000,37,185700000,theofficialsaltpapi,False,False,2738,friday,19:25:55,4700000,17000,57000000,15,53300,True,False,False,STAY,False,8,foryoupage,foryou,fyp,fakerun,fakerunchallenge,viral,trending,fy,,,,,,,,,,,,,,,
2275,73200,108,7700000,itisivanovaa,False,False,173,saturday,17:35:29,4700000,13200,44000000,19,98000,False,False,False,THEY ARE GONNA KNOW,False,10,family,viral,croatia,pourtoi,fyp,fy,nobodysgonnaknow,crocs,jbl,,,,,,,,,,,,,,
4245,71800,174,4900000,dimmyzim,False,False,18,saturday,4:47:37,4700000,42500,35300000,30,347400,True,False,False,She Knows,False,11,lamborghini,bus,carcrashes,supercar,car,news,fy,uk,lambo,foryou,,,,,,,,,,,,,
4866,30700,3,4800000,ahrberg,False,False,21,thursday,7:04:58,4700000,38400,25000000,8,94100,False,False,False,originalljud,True,6,foryoupage,xyzbca,fy,memes,funny,,,,,,,,,,,,,,,,,,
45,6100000,4,82400000,themysteriouschef,False,False,180,saturday,17:56:01,4700000,25100,57000000,58,50100,False,False,False,original sound,True,3,food,viral,,,,,,,,,,,,,,,,,,,,,
145300,314400,50,18900000,mewsttuf,False,False,86,monday,9:14:47,4700000,20300,61000000,60,13700,True,False,False,She Knows,False,9,acasadepapel,moneyheistkorea,moneyheist,kdramas,xyzbca,fyp,fy,lacasadepapel,,,,,,,,,,,,,,,
894,368900,65,16600000,trevsgreatlife,False,False,1366,friday,17:48:31,4700000,22900,33900000,13,102200,False,False,False,original sound,True,6,teslamodel3,model3performance,roadtrip,fy,fyp,,,,,,,,,,,,,,,,,,
32500,3300000,303,148900000,nobosart,False,False,2184,sunday,14:00:51,4700000,39500,43000000,15,34100,True,False,False,original sound,True,4,cindylouwho,whoville,fy,,,,,,,,,,,,,,,,,,,,
85900,42700,228,4800000,schokoriegelpony,False,False,72,friday,19:56:17,4700000,11300,30700000,8,26200,False,False,False,original sound,True,10,fy,fyp,balistovomhirschberg,ehemaligerhirschberger,schokoriegelponybalisto,schokoriegelpony,batmanponybalisto,pferdevideo,horsesoftiktok,pferd,,,,,,,,,,,,,
4601,451600,239,17200000,drsholeenchand,False,False,1035,monday,21:04:40,4700000,25500,57100000,87,249100,False,False,False,original sound,True,14,school,sydney,fy,foryou,fyp,chiro,crack,asmr,satisfying,crackingbones,viral,posturecorrection,posture,drsholeen,,,,,,,,,
907,903300,44,11200000,dimpu_7,False,False,52,sunday,16:41:00,10400000,38500,147700000,13,322000,False,False,False,original sound - George,True,3,fyp,likeforlike,,,,,,,,,,,,,,,,,,,,,
5093,244900,15,17700000,_d.twzrong07_,False,False,26,saturday,13:49:08,10400000,67400,93600000,24,129600,False,False,False,GORENG2 by Dj Sopan,True,5,memestiktok,funnyvideo,fypシ,fyp,,,,,,,,,,,,,,,,,,,
871,88300,77,10500000,the_professional9,False,False,21,tuesday,3:42:04,10400000,47900,55600000,12,106100,False,False,False,original sound,True,5,worklife,work,manager,viral,,,,,,,,,,,,,,,,,,,
121,8200000,1,70600000,iam.joshuagarcia,False,True,14,monday,5:43:04,10400000,179200,150300000,11,799200,False,False,False,Ginseng Strip 2002,False,1,,,,,,,,,,,,,,,,,,,,,,,
8897,3200000,130,194400000,kokoandsymba,False,False,747,thursday,2:30:02,10400000,92300,68500000,10,222700,False,False,False,original sound,True,5,fyp,foryou,couple,couplegoals,viral,,,,,,,,,,,,,,,,,,
134000,10500000,743,462200000,kessel_nathan_official,False,True,1353,monday,20:53:58,10400000,167400,63200000,10,208200,False,False,False,original sound,True,2,foryou,,,,,,,,,,,,,,,,,,,,,,
14900,88600,116,12000000,thomas.999,False,False,64,thursday,21:01:14,10400000,97600,64700000,8,280800,False,False,False,Unmarketable tomato,True,4,school,math,repost,,,,,,,,,,,,,,,,,,,,
106400,4600000,4781,176100000,no_limbs_,False,True,1031,tuesday,22:26:51,10400000,0,89400000,20,488300,False,False,False,original sound,True,6,weddings,loverboy,pridemonth,gay,pool,,,,,,,,,,,,,,,,,,
176,4600000,2,89400000,lisafunny27,False,False,72,monday,13:02:18,10400000,8357,124000000,52,102500,False,False,False,original sound,True,14,fun,funnyvideo,fypシ,funny,fail,failarmy,failvideo,failvideo,funnyvideos,foryou,fy,🤣,🤣🤣🤣,,,,,,,,,,
448,106000,185,10400000,co.wall,False,False,3,saturday,23:32:10,10400000,95800,148300000,60,470100,False,False,False,som original,True,5,meme,tiktokmeme,trend,fyp,,,,,,,,,,,,,,,,,,,
7817,2200000,19,26000000,foodmukba,False,False,2135,tuesday,13:07:14,10400000,196800,451700000,12,2300000,False,False,False,nhạc nền,True,10,asmr,eat,fyp,asmrsound,mukbang,deliciousfood,chinesefood,trending,trendingvideo,,,,,,,,,,,,,,
36600,211100,112,18100000,foopydrip,False,False,460,friday,1:19:28,10300000,100500,50700000,11,348100,False,False,False,original sound,True,6,fypシ,garftok,switchthechobaniflip,newtrend,2021,,,,,,,,,,,,,,,,,,
10300,10200000,498,632400000,jessvalortiz,False,False,2184,tuesday,23:59:04,10400000,71200,45900000,55,205700,True,False,False,original sound,True,2,johnnydeppvsamberheard,,,,,,,,,,,,,,,,,,,,,,
11400,6600000,469,253200000,girlwithedogs,False,True,687,wednesday,0:06:11,7300000,33700,34100000,58,58800,False,False,False,original sound,True,6,husky,foryoupage,groomersoftiktok,fyp,viral,huskygram,,,,,,,,,,,,,,,,,
6,340700,1,11000000,svedit11,False,False,31,monday,18:21:13,7300000,18300,72800000,140,176300,True,False,False,Alors on danse - Slowed,False,6,parati,viral,fy,masterpiece,alorsondanse,,,,,,,,,,,,,,,,,,
12700,606200,429,11700000,shaniahrose,False,False,295,thursday,10:22:04,7300000,73200,67400000,51,174900,False,False,False,Surrender,False,7,trending,fyp,viral,foryou,foryoupage,oh,,,,,,,,,,,,,,,,,
49500,2500000,51,29400000,alexanderjo91,False,False,272,saturday,6:31:31,7300000,71500,81300000,178,33000,False,False,False,Coming Home(2020),False,14,video,trending,foryou,foryoupage,fypシ,fypシ,world,lovestory,viralvideo,team07,cominghome,view,foryourpage,,,,,,,,,,
5516,348600,320,37400000,princeleftpluto,False,False,767,thursday,8:10:01,7300000,54000,75500000,35,478500,False,False,False,Love You So,False,6,princeonpluto,fyp,trending,viral,comedy,,,,,,,,,,,,,,,,,,
2132,302500,26,9800000,badawawa,False,False,292,tuesday,14:27:31,7300000,32200,64000000,100,576200,False,False,False,son original,True,8,metallica,davegrohl,entersandman,heavymetal,thrashmetal,pourtoi,viral,,,,,,,,,,,,,,,,
6232,1900000,994,121300000,s0cs0,False,False,608,wednesday,11:14:38,7400000,12200,99200000,26,69100,False,False,False,original sound,True,12,fyp,socialexperiment,foryou,experimentsocial,foryoupage,experiment,viralvideo,trendviraltiktok,viral,trend,trending,explore,,,,,,,,,,,
2630,1400000,143,37900000,trellevison,False,False,368,sunday,1:56:54,7300000,34400,36000000,67,388800,False,False,False,original sound,True,5,viral,fyp,foryou,foryoupage,,,,,,,,,,,,,,,,,,,
5682,2300000,4409,53500000,touringamerica,False,True,1755,thursday,14:10:06,7300000,14100,63800000,12,47300,False,False,False,Mountain King,False,12,art,tiktok,halloween,viral,goviral,pumpkin,trending,artist,cool,epic,lit,,,,,,,,,,,,
73400,7300000,116,170400000,fishingarrett,False,False,467,thursday,21:27:23,7300000,40200,54300000,60,511200,False,False,False,original sound,True,14,foryou,fyp,wildlife,conservation,florida,alligator,viral,nature,foryourpage,foryoupage,floridacheck,snake,animals,gator,,,,,,,,,
31400,406300,332,15000000,bad.boy.productions,False,False,173,friday,21:47:43,14600000,46300,148900000,10,309600,False,False,False,sonido original,True,11,microbully,exoticdog,puppylove,dogsoftiktok,fyp,whelping,nanobully,badboyproductions,tiktok,exoticbully,,,,,,,,,,,,,
11000,1100000,114,29500000,connorisviral,False,False,261,monday,19:53:56,7300000,83100,91800000,11,227200,False,False,False,original sound,True,6,foryou,foryoupage,xyzbca,funny,2022,,,,,,,,,,,,,,,,,,
44,1000000,7,158300000,rowanira,False,False,517,monday,12:53:42,7300000,48900,35600000,50,66400,False,False,False,traitor,False,6,kardashians,kuwtk,foryoupage,viral,xyzbca,,,,,,,,,,,,,,,,,,
70100,349200,303,15800000,niniolapua,False,False,121,tuesday,13:09:06,7300000,74000,41200000,15,426500,False,False,False,Sonido mosquito,True,3,viral,parati,,,,,,,,,,,,,,,,,,,,,
1104,22900000,27,380600000,mingweirocks,False,True,334,saturday,13:41:07,7300000,10100,69400000,49,30900,False,False,False,original sound - MING 🦁,True,5,comedy,tiktok,fyp,foryou,viral,,,,,,,,,,,,,,,,,,
4538,1100000,113,23000000,abuhabib_official,False,False,403,wednesday,12:22:12,4700000,100000,49200000,64,978300,False,False,False,Calm Down,False,6,fyp,foryou,foryoupage,viral,calmdown,,,,,,,,,,,,,,,,,,
22600,170100,173,57600000,candaceflxnn,False,False,214,friday,11:19:44,4700000,20800,18000000,5,439200,False,False,False,candaceflynn,True,16,fyp,trending,videl,foryou,foryoupage,candaceflynn,phineasandferb,disney,stacyhirano,vanessadoofenshmirtz,loriloud,lagoonablue,school,schoollife,,boring,ashleytisdale,,,,,,
5443,207000,1875,5400000,lisaellipse,False,False,224,tuesday,9:07:59,4700000,54100,24000000,10,83600,True,False,False,,True,10,transition,hooptransition,hulahooptransition,boo,hulahooping,flowtok,hulahooptok,fyp,fy,hooper,,,,,,,,,,,,,
37,56100,9,5000000,juandtheseaturtles,False,False,41,monday,20:45:25,4700000,8076,48100000,26,73800,False,False,False,"Welcome Home, Son (Remastered)",False,22,savetheocean,hatchlings,hawksbillturtle,seaturtle,babyturtle,reptile,wildlifephotography,photography,video,conservation,marineconservation,protect,volunteer,ocean,,beach,brazil,routine,dayinmylife,fyp,fypシ,fy,foryoupage
4050,1700000,73,33000000,oulfaxoull,False,False,484,wednesday,11:35:28,4700000,91000,23000000,31,87100,False,False,False,origineel geluid,True,2,fyp,,,,,,,,,,,,,,,,,,,,,,
3055,2700000,59,54600000,demchukmusic,False,False,559,saturday,16:12:07,4700000,16200,27100000,17,92400,False,False,False,original sound,True,3,fy,fyp,,,,,,,,,,,,,,,,,,,,,
22200,5100000,155,56100000,justmepaul,False,True,342,thursday,15:05:37,4700000,42000,43100000,24,533500,False,False,False,Too Good At Goodbyes Lyrics by Henrymoodie,True,8,toogoodatgoodbyes,samsmith,viral,singing,fypシ,fy,singingwhilelayingdown,voiceeffects,,,,,,,,,,,,,,,
194,1200000,12,31800000,thebestfutebol_,False,False,403,tuesday,14:27:54,4700000,11500,131200000,65,130900,True,False,False,,False,5,fy,fpy,thebestfutebol,viral,,,,,,,,,,,,,,,,,,,
1106,2600000,48,52000000,phz.oficial,False,False,183,thursday,18:17:24,4700000,25600,32200000,102,129300,False,False,False,som original - Droga é o PH,True,17,rp,gta,fuga,fivem,babydriver,fyp,gta5,rpgta5,fugarp,edit,r34,skyline,fugasgta,complexorp,,cda,viral,phz.oficial,,,,,
39,4300000,0,84500000,funnyarron,False,False,63,monday,15:18:18,4700000,16400,60400000,63,385700,False,False,False,original sound,True,17,funny,fail,fails,funnyvideo,funnyvideos,failvideo,foryou,viral,haha,laugh,fy,baby,kids,prank,,video,foodfail,🤣🤣🤣,,,,,
3243,5400000,19,72300000,edwardcenteno,False,False,294,tuesday,4:59:08,4700000,7427,41300000,15,368400,False,False,False,Birthday Suit,False,12,,hack,arcadehack,arcade,clawmachine,hacks,trend,fyp,foryou,foryoupage,fy,viral,,,,,,,,,,,
3905,2900000,7230,186400000,your.tiktok.therap1st,False,False,1282,thursday,0:25:52,4700000,50900,13800000,9,68400,False,False,False,Hayloft,False,11,duet,viral,trending,mcdonaldsccsing,foryou,mentalheathmatters,foryoupage,fypage,asosfashunweek,fy,,,,,,,,,,,,,
22000,1900000,18,52700000,caarlwin,False,False,944,saturday,17:17:14,7300000,16100,93700000,15,10600,False,False,False,Vroom Vroom,True,6,viral,satisfying,satisfaction,fyp,foryoupage,,,,,,,,,,,,,,,,,,
26900,333200,528,7900000,henrikmoeen,False,False,12,wednesday,17:41:00,7300000,33800,37700000,53,58000,True,False,False,Whoopty,False,4,viral,xyzbca,dentist,,,,,,,,,,,,,,,,,,,,
60900,22600,618,8800000,jaidenlhughes,False,False,75,monday,1:07:48,7300000,49000,31500000,8,1300000,False,False,False,Shape of You Ragtime Remix,True,5,kitten,cat,viral,greenscreen,,,,,,,,,,,,,,,,,,,
70000,98700,16,9100000,nba_cardy1,False,False,56,saturday,15:10:41,7300000,56300,72700000,21,289600,False,False,False,original sound,True,5,satisfying,fyp,fypシ,viral,,,,,,,,,,,,,,,,,,,
1358,513100,336,7500000,gilbe_23,False,False,69,thursday,23:24:21,7300000,23400,96700000,176,778400,False,False,False,sonido original,True,5,humor,foryou,rieteconmigo,latinosusa🇱🇷,,,,,,,,,,,,,,,,,,,
3992,116800,82,8600000,geo.gecko,False,False,42,tuesday,20:15:50,7300000,70300,55300000,27,147600,False,False,False,original sound,True,9,viral,memes,maps,uk,churches,macdonalds,pubs,🗿,,,,,,,,,,,,,,,
619,2100000,78,131600000,syl_foisy,False,False,765,wednesday,15:42:43,7300000,32600,66000000,18,152000,True,False,False,Bad Habit,False,7,foryou,fyp,foryoupage,trending,viral,oddlysatisfying,,,,,,,,,,,,,,,,,
6904,5200000,443,145300000,kyleandjade_,False,True,655,thursday,23:55:34,7300000,65300,42700000,35,380800,False,False,False,Monkeys Spinning Monkeys,False,6,funny,viral,trend,fyp,couplegoals,,,,,,,,,,,,,,,,,,
51000,7000000,496,229900000,chinpals,False,False,1088,wednesday,18:46:06,7300000,82300,45800000,10,213600,False,False,False,Трагедия 😥,True,6,foryoupage,dothescottsslide,petsoftiktok,viral,trending,,,,,,,,,,,,,,,,,,
52100,3300000,503,145800000,mariamraidix,False,False,627,monday,17:29:24,7300000,62300,47000000,66,64500,False,False,False,original sound,True,5,viral,foryou,british,london,,,,,,,,,,,,,,,,,,,
16,1100000,0,19000000,zack._.animals,False,False,62,thursday,12:21:55,7300000,24100,69500000,62,308000,False,False,False,original sound,True,14,foryoupage,chiropractortiktok,chiropractic,dogsoftiktok,dog,cat,animals,pet,titokusa,fpyシ,fpy,petsoftiktok,viral,viralvideo,,,,,,,,,
12700,2500000,186,202200000,jennmelon,False,False,119,friday,21:54:02,7300000,28600,32400000,11,68600,False,False,False,original sound,True,4,comedy,meme,xyzcba,,,,,,,,,,,,,,,,,,,,
22500,48800,807,8200000,hercsas,False,False,105,wednesday,2:01:23,7300000,14300,38400000,11,370300,True,False,False,i can keep a secret can you,True,10,taylorswift,vmas,vmas2023,erastour,taylorswifttok,rep,reptv,reputation,fyp,viral,,,,,,,,,,,,,
169700,2500000,540,184300000,lilcoffeyy,False,False,1257,sunday,20:00:18,7300000,54100,38100000,8,727400,False,False,False,Ricky When i catch you ricky,True,5,fyp,siblings,viral,lilcoffeyy,,,,,,,,,,,,,,,,,,,
8994,412100,31,11200000,libubblemachine,False,False,91,sunday,4:38:06,10300000,53300,111900000,8,111700,False,False,False,Need To Know (pitched down dance),True,8,toys,foryou,foryou,fyp,gift,bubblemachine,summer,,,,,,,,,,,,,,,,
7693,5200000,9988,95300000,genboy3,False,False,2902,tuesday,12:51:53,10300000,169300,83900000,15,202100,False,False,False,Ela Já Tá Louca,False,5,elajataloucadc,goodvibes,fyp,cdotiktokers,foryou❤️❤️❤️,,,,,,,,,,,,,,,,,,
28400,554700,13,10300000,whisperpine,False,False,1,saturday,20:48:03,10300000,43200,79700000,8,229400,False,False,False,original sound,True,3,viral,fyp,,,,,,,,,,,,,,,,,,,,,
56600,26100,20,11400000,gyskurti,False,False,57,wednesday,10:54:05,10300000,35700,64200000,14,273300,False,False,False,original sound,True,6,fyp,viral,goviral,funny,fypシ,,,,,,,,,,,,,,,,,,
169800,246400,707,27100000,carolineedobbs,False,False,257,friday,2:02:47,10300000,75400,45800000,7,124200,False,False,False,Shut up and dance with me,True,2,bestdadever,,,,,,,,,,,,,,,,,,,,,,
32700,9900000,121,320900000,itsromebaby,False,False,993,tuesday,5:38:25,10300000,168100,43800000,59,506500,False,False,False,original sound,True,3,,fyp,foryou,,,,,,,,,,,,,,,,,,,,
9018,4700000,386,118000000,bigbeaubrown,False,True,548,friday,19:42:05,10400000,24100,78500000,60,120900,False,False,False,original sound,True,2,fyp,tall,,,,,,,,,,,,,,,,,,,,,
68900,7200000,926,114600000,johnnyvalentineee,False,True,229,sunday,17:01:23,10300000,48700,78000000,45,141300,True,False,False,Lonely,False,3,foryou,foryoupage,,,,,,,,,,,,,,,,,,,,,
37,309300,10,34900000,abbyfilm97,False,False,229,monday,13:34:05,10300000,11400,62100000,77,87200,False,False,False,original sound,True,4,movie,clips,shopping,,,,,,,,,,,,,,,,,,,,
2775,666000,46,39500000,thehannahbrie,False,False,122,friday,20:02:46,10300000,55000,64900000,71,286100,False,False,False,original sound,True,12,foryou,girldad,xybca,fypシ,foryoupage,foryoupageofficiall,popular,fypageシ,girldaddy,fypage,dads,,,,,,,,,,,,
28500,7900000,104,173700000,cowphobia86,False,False,1060,thursday,21:31:44,10300000,80000,53900000,15,43000,False,False,False,Beyond the Sea,False,7,,benefitofbrows,billboardnxt,fyp,fypシ,ranchsquad,funny,,,,,,,,,,,,,,,,
8751,21100000,166,336700000,korea.on,False,True,578,wednesday,0:53:02,10300000,14700,122000000,31,11800,True,False,False,original sound - 온오빠 On Oppa,True,2,fyp,,,,,,,,,,,,,,,,,,,,,,
143900,13300000,35,339400000,noeminikita,False,True,392,thursday,17:29:35,7300000,24500,166400000,25,14700,False,False,False,My Name Is,False,4,foryoupage,tiktok,viral,,,,,,,,,,,,,,,,,,,,
30200,9400000,594,121700000,ruicarlota,False,True,2285,saturday,0:33:44,7200000,93400,133600000,19,81300,False,False,False,som original,True,6,scary,viral,zumbi,zombies,tiktokindia,,,,,,,,,,,,,,,,,,
2214,126000,0,7400000,r4nd0m.ho3,False,False,17,thursday,12:12:14,7200000,82100,112500000,23,229900,False,False,False,OMG OHHH OMG OMG,True,4,viral,comedy,fyp,,,,,,,,,,,,,,,,,,,,
65900,3900000,213,125100000,baylebee,False,False,1063,tuesday,5:16:44,7200000,82300,53200000,18,283000,False,False,False,ASMR FAIL BayleBee,True,3,viral,xyzbca,,,,,,,,,,,,,,,,,,,,,
2763,43600,157,11600000,georginaflys,False,False,184,thursday,17:36:24,7200000,16300,44100000,6,45300,False,False,False,original sound,True,8,flightattendant,victoryouactuallydidthis,fyp,fy,foryou,flight,airlinetok,,,,,,,,,,,,,,,,
619,2100000,78,131600000,syl_foisy,False,False,765,wednesday,3:06:54,7200000,23400,78800000,22,319200,False,False,False,BANANA SHAKE (SPED UP),False,8,viral,satisfying,trending,viral,oddlysatisfying,foryou,foryoupage,,,,,,,,,,,,,,,,
928,402800,594,63600000,nevaaqit_333,False,False,1388,monday,22:54:20,7200000,35500,44600000,6,548400,False,False,False,original sound,True,5,foryou,viral,bathroom,awkward,,,,,,,,,,,,,,,,,,,
197,1900000,1,76900000,lindacutecat,False,False,100,sunday,16:02:39,7200000,17000,70500000,64,420800,False,False,False,original sound,True,22,animal,animals,cat,cats,catsoftiktok,dogs,dogsoftiktok,pet,pets,petsoftiktok,fyp,fypシ,foryou,viral,¡descubre las canciones en tendencia! 🔥➡️ https://bit.ly/TendenciasTikTok_LATAM,fun,funnyvideo,funnyvideos,laugh,haha,🤣🤣🤣,🤣,
388,272100,8,20100000,funnyvdzz,False,False,219,monday,13:57:00,7200000,24800,48800000,26,107800,False,False,False,original sound,True,4,funny,fyp,viral,,,,,,,,,,,,,,,,,,,,
60100,23300,268,7400000,labeckyonce,False,False,69,sunday,7:48:33,7200000,39800,33200000,11,204900,False,False,False,Minion_lovers,True,5,viral,funny,brothers,ferriswheel,,,,,,,,,,,,,,,,,,,
1006,422900,346,10700000,aliassafari1,False,False,267,friday,17:18:05,7200000,65100,97100000,93,174700,False,False,False,Originalton,True,6,love,animals,foryou,foryoupage,viral,,,,,,,,,,,,,,,,,,
152200,11500000,1113,382500000,jacob_rtt,False,True,1889,sunday,17:03:55,7200000,33400,58900000,25,18000,False,False,False,Fantasy X Feel So Close Carter Walsh Mashup,True,6,viral,fy,fyp,foryou,elevatorboys,prank,,,,,,,,,,,,,,,,,
1678,1700000,206,40800000,annavonklinski,False,False,725,tuesday,11:20:51,7200000,22400,67300000,15,131300,True,False,False,3 Vets,False,4,foryou,deutschland,fyp,,,,,,,,,,,,,,,,,,,,
3347,862900,104,27400000,chenielle.ig,False,False,128,friday,21:28:20,7200000,117900,57300000,9,569200,False,False,False,Originalton,True,6,fyfyfyfy,viral,boxing🥊,netflixmas,fypシ,,,,,,,,,,,,,,,,,,
4924,3200000,33,107500000,aaronneary_,False,False,170,saturday,21:11:52,7200000,42900,29100000,15,129300,False,False,False,original sound,True,6,foryou,viral,fypシ,jokes,funnyjokes,,,,,,,,,,,,,,,,,,
18800,1000000,403,18600000,christinacarrotcakes,False,False,2208,sunday,23:45:40,10300000,60200,62000000,14,325500,False,False,False,original sound,True,6,happyathome,bunny,myskinandme,foryou,fyp,,,,,,,,,,,,,,,,,,
21000,1200000,163,127300000,jcqedits,False,False,232,tuesday,2:09:45,10300000,33200,88100000,66,109800,False,False,False,Mount Everest,False,7,edit,fyp,hawk,elimoskowitz,cobrakai,jcqedits,,,,,,,,,,,,,,,,,
22000,3800000,159,105400000,youngyosa,False,True,99,sunday,18:50:17,10200000,75500,50900000,15,361100,False,False,False,original sound,True,3,viral,africanparents,,,,,,,,,,,,,,,,,,,,,
